Test,Name,Dates,Periods,NetProfit,Comp,ROR,MaxDD,MAR,UI,Trades,PctWins,Expectancy,AvgWin,AvgLoss,WinLen,LossLen,ProfitFactor,Volatility,Sortino,AvgExp,MaxExp,AvgUse,MaxUse,ROR1y,ROR3y,ROR5y,ROR10y,ROR15y,MaxDD1,MaxDD2,MaxDD3,AvgDD,MedDD,AvgMAR,ClusterMAR,newStrat_LongTermLookback,newStrat_OneYearLookback,newStrat_atrLength,newStrat_atrTresh,newStrat_rankMA50,newStrat_rankMA200
0162,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$25807,True,3.31%,-47.70%,0.07,29.35,132,42.42%,3.11%,31.39%,17.73%,171.62,76.29,1.17,22.66%,0.38,99.57%,133.29%,99.78%,138.65%,49.30%,14.29%,2.10%,0.00%,0.00%,-47.70%,-32.11%,-10.41%,-25.91%,-25.42%,0.13,0.11,250,225,10,0.04,50,200
0163,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$62084,True,7.00%,-42.16%,0.17,23.5,134,44.78%,4.71%,30.57%,16.27%,166.47,76.55,1.34,23.19%,0.62,100.90%,143.60%,101.11%,145.32%,-0.30%,-0.10%,7.16%,0.00%,0.00%,-42.16%,-33.53%,-27.14%,-19.62%,-19.31%,0.36,0.20,225,225,10,0.04,50,200
0164,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$30035,True,3.78%,-36.22%,0.10,15,168,44.64%,2.25%,21.09%,12.93%,134.72,59.32,1.17,20.44%,0.42,96.90%,131.79%,97.15%,134.20%,-9.99%,-3.45%,-1.48%,0.00%,0.00%,-36.22%,-31.11%,-22.26%,-12.64%,-11.35%,0.30,0.13,175,225,10,0.04,50,200
0165,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$56804,True,6.51%,-34.02%,0.19,17.16,198,41.41%,2.88%,22.92%,11.28%,119.35,53.14,1.32,21.32%,0.60,98.07%,129.63%,98.32%,132.49%,21.38%,6.67%,5.42%,0.00%,0.00%,-34.02%,-23.28%,-23.07%,-14.80%,-15.31%,0.44,0.24,150,225,10,0.04,50,200
0166,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$40152,True,4.82%,-34.74%,0.14,15.55,150,40.00%,2.82%,28.35%,14.20%,158.38,69.60,1.21,23.11%,0.48,99.50%,133.94%,99.73%,138.45%,-6.29%,-2.14%,-0.22%,0.00%,0.00%,-34.74%,-32.18%,-25.54%,-13.19%,-11.96%,0.37,0.16,200,225,10,0.04,50,200
0167,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$34110,True,4.23%,-44.11%,0.10,26.93,210,40.00%,2.39%,27.76%,14.52%,116.54,48.52,1.14,27.54%,0.44,102.09%,141.60%,102.30%,144.80%,22.96%,7.13%,6.07%,0.00%,0.00%,-44.11%,-41.33%,-32.94%,-23.84%,-25.76%,0.18,0.11,150,225,8,0.045,50,200
0168,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,($5294),True,-0.60%,-30.74%,-0.02,17.16,173,44.51%,-0.16%,12.86%,10.60%,120.45,59.65,0.95,14.41%,0.03,93.18%,127.47%,93.59%,129.53%,5.32%,1.74%,-1.88%,0.00%,0.00%,-30.74%,-27.72%,-5.74%,-15.10%,-16.53%,-0.04,-0.03,225,225,11,0.025,50,200
0169,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,($5294),True,-0.60%,-30.74%,-0.02,17.16,173,44.51%,-0.16%,12.86%,10.60%,120.45,59.65,0.95,14.41%,0.03,93.18%,127.47%,93.59%,129.53%,5.32%,1.74%,-1.88%,0.00%,0.00%,-30.74%,-27.72%,-5.74%,-15.10%,-16.53%,-0.04,-0.03,225,150,11,0.025,50,200
0170,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$16279,True,2.19%,-42.50%,0.05,27.15,137,43.07%,2.12%,26.38%,16.24%,165.47,76.22,1.11,21.96%,0.31,98.25%,131.79%,98.46%,134.56%,8.39%,2.72%,2.62%,0.00%,0.00%,-42.50%,-33.55%,-18.74%,-24.35%,-27.85%,0.09,0.07,225,150,11,0.04,50,200
0171,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$62084,True,7.00%,-42.16%,0.17,23.5,134,44.78%,4.71%,30.57%,16.27%,166.47,76.55,1.34,23.19%,0.62,100.90%,143.60%,101.11%,145.32%,-0.30%,-0.10%,7.16%,0.00%,0.00%,-42.16%,-33.53%,-27.14%,-19.62%,-19.31%,0.36,0.20,225,150,10,0.04,50,200
0172,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$25807,True,3.31%,-47.70%,0.07,29.35,132,42.42%,3.11%,31.39%,17.73%,171.62,76.29,1.17,22.66%,0.38,99.57%,133.29%,99.78%,138.65%,49.30%,14.29%,2.10%,0.00%,0.00%,-47.70%,-32.11%,-10.41%,-25.91%,-25.42%,0.13,0.11,250,150,10,0.04,50,200
0173,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$24243,True,3.16%,-26.38%,0.12,12.81,159,48.43%,1.68%,14.56%,10.42%,130.81,66.87,1.26,14.73%,0.40,94.00%,121.44%,94.40%,121.98%,34.25%,10.32%,3.89%,0.00%,0.00%,-26.38%,-23.34%,-22.83%,-10.69%,-11.66%,0.30,0.13,250,150,8,0.025,50,200
0174,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$55330,True,6.19%,-41.18%,0.15,25.51,146,43.84%,4.03%,25.67%,12.86%,150.19,72.16,1.46,19.90%,0.61,95.72%,129.13%,95.98%,131.53%,59.17%,16.76%,6.87%,0.00%,0.00%,-41.18%,-23.27%,-23.13%,-22.40%,-24.36%,0.28,0.21,225,150,8,0.035,50,200
0175,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$43612,True,5.05%,-40.16%,0.13,21.07,134,47.01%,3.57%,24.24%,14.77%,156.89,79.79,1.32,20.61%,0.53,98.12%,128.47%,98.37%,130.76%,17.51%,5.52%,1.17%,0.00%,0.00%,-40.16%,-34.97%,-28.89%,-18.25%,-18.44%,0.28,0.15,250,250,8,0.035,50,200
0176,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$43612,True,5.05%,-40.16%,0.13,21.07,134,47.01%,3.57%,24.24%,14.77%,156.89,79.79,1.32,20.61%,0.53,98.12%,128.47%,98.37%,130.76%,17.51%,5.52%,1.17%,0.00%,0.00%,-40.16%,-34.97%,-28.89%,-18.25%,-18.44%,0.28,0.15,250,225,8,0.035,50,200
0177,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$43612,True,5.05%,-40.16%,0.13,21.07,134,47.01%,3.57%,24.24%,14.77%,156.89,79.79,1.32,20.61%,0.53,98.12%,128.47%,98.37%,130.76%,17.51%,5.52%,1.17%,0.00%,0.00%,-40.16%,-34.97%,-28.89%,-18.25%,-18.44%,0.28,0.15,250,150,8,0.035,50,200
0178,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$29848,True,3.65%,-36.86%,0.10,19.71,149,44.97%,2.31%,19.93%,12.09%,130.39,80.77,1.26,18.07%,0.44,99.02%,124.86%,99.35%,127.80%,31.64%,9.60%,0.03%,0.00%,0.00%,-36.86%,-35.28%,-33.01%,-16.86%,-16.98%,0.22,0.10,250,250,8,0.03,50,200
0179,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$113429,True,11.01%,-27.28%,0.40,12.25,141,46.10%,6.20%,25.12%,9.98%,141.43,79.29,2.13,17.46%,1.06,97.71%,125.55%,98.03%,129.66%,86.52%,23.10%,11.81%,0.00%,0.00%,-27.28%,-26.72%,-23.71%,-9.69%,-8.20%,1.14,0.43,250,200,11,0.03,50,200
0180,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$65208,True,7.28%,-47.76%,0.15,25.74,170,36.47%,4.30%,37.04%,14.50%,142.71,62.59,1.32,25.87%,0.61,101.19%,132.34%,101.36%,138.39%,57.49%,16.35%,12.71%,0.00%,0.00%,-47.76%,-27.16%,-22.00%,-21.99%,-24.59%,0.33,0.23,175,200,11,0.045,50,200
0181,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$75809,True,8.21%,-49.44%,0.17,24.45,173,38.15%,4.45%,35.87%,14.93%,138.44,61.09,1.33,28.01%,0.65,103.10%,139.20%,103.29%,146.25%,37.32%,11.15%,15.56%,0.00%,0.00%,-49.44%,-42.06%,-31.21%,-20.51%,-19.69%,0.40,0.20,175,175,9,0.045,50,200
0182,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$75380,True,8.14%,-39.88%,0.20,24.47,153,43.79%,4.76%,26.20%,11.94%,153.09,62.08,1.52,20.02%,0.73,96.50%,131.69%,96.77%,134.10%,47.05%,13.72%,6.20%,0.00%,0.00%,-39.88%,-25.02%,-18.39%,-21.18%,-22.33%,0.38,0.29,200,175,9,0.035,50,200
0183,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$28041,True,3.50%,-24.03%,0.15,13.53,188,48.94%,1.55%,10.80%,7.31%,109.35,54.73,1.39,11.40%,0.53,91.98%,118.49%,92.47%,121.23%,43.01%,12.67%,5.29%,0.00%,0.00%,-24.03%,-16.33%,-10.69%,-11.57%,-12.79%,0.30,0.21,200,175,10,0.02,50,200
0184,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$48852,True,5.82%,-18.98%,0.31,7.45,199,48.24%,2.23%,11.38%,6.30%,104.68,52.70,1.66,11.38%,0.80,92.71%,117.07%,93.20%,120.15%,49.01%,14.22%,6.67%,0.00%,0.00%,-18.98%,-15.24%,-10.54%,-6.03%,-6.01%,0.97,0.39,175,175,9,0.02,50,200
0185,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$146282,True,13.32%,-42.90%,0.31,24.23,139,42.45%,9.23%,41.95%,14.90%,169.93,69.62,1.70,28.58%,0.89,98.61%,129.03%,98.78%,134.06%,81.58%,22.00%,16.57%,0.00%,0.00%,-42.90%,-36.94%,-34.60%,-20.28%,-19.49%,0.66,0.35,200,175,8,0.045,50,200
0186,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$56268,True,6.47%,-33.07%,0.20,17.12,162,45.68%,3.67%,19.74%,9.84%,127.30,64.03,1.58,16.50%,0.69,92.89%,122.14%,93.24%,123.28%,73.79%,20.23%,6.77%,0.00%,0.00%,-33.07%,-24.64%,-10.19%,-14.02%,-14.06%,0.46,0.29,200,175,8,0.03,50,200
0187,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$250369,True,18.99%,-47.23%,0.40,27.25,141,41.13%,11.72%,51.88%,16.35%,166.60,70.64,2.16,32.80%,1.08,101.28%,141.57%,101.44%,148.43%,157.28%,37.03%,25.85%,0.00%,0.00%,-47.23%,-45.30%,-40.36%,-22.36%,-23.30%,0.85,0.43,200,175,8,0.05,50,200
0188,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$185657,True,15.55%,-52.55%,0.30,29.12,138,42.03%,10.85%,48.37%,16.36%,166.36,72.67,1.77,29.67%,0.97,97.55%,132.39%,97.71%,137.61%,94.78%,24.89%,19.03%,0.00%,0.00%,-52.55%,-40.59%,-33.49%,-23.83%,-23.63%,0.65,0.37,200,175,10,0.05,50,200
0189,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$40152,True,4.82%,-34.74%,0.14,15.55,150,40.00%,2.82%,28.35%,14.20%,158.38,69.60,1.21,23.11%,0.48,99.50%,133.94%,99.73%,138.45%,-6.29%,-2.14%,-0.22%,0.00%,0.00%,-34.74%,-32.18%,-25.54%,-13.19%,-11.96%,0.37,0.16,200,200,10,0.04,50,200
0190,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$80410,True,8.55%,-32.02%,0.27,14.04,148,39.86%,4.57%,30.96%,12.92%,159.56,71.40,1.42,23.17%,0.71,99.62%,134.55%,99.84%,139.05%,5.89%,1.92%,4.67%,0.00%,0.00%,-32.02%,-29.42%,-22.05%,-11.13%,-9.14%,0.77,0.31,200,250,11,0.04,50,200
0191,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$32656,True,4.01%,-22.12%,0.18,12.64,185,47.03%,1.81%,11.36%,6.67%,112.41,56.85,1.48,11.57%,0.58,91.87%,118.10%,92.36%,120.82%,46.85%,13.66%,5.50%,0.00%,0.00%,-22.12%,-17.79%,-10.65%,-10.88%,-12.27%,0.37,0.24,200,200,11,0.02,50,200
0192,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$4185,True,0.72%,-25.42%,0.03,15.26,189,46.03%,0.33%,9.35%,7.35%,110.16,55.60,1.06,11.90%,0.16,91.85%,115.71%,92.34%,120.09%,18.92%,5.94%,0.87%,0.00%,0.00%,-25.42%,-22.29%,-6.57%,-13.74%,-15.11%,0.05,0.04,225,200,10,0.02,50,200
0193,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$14614,True,2.06%,-25.93%,0.08,13.65,230,44.78%,0.79%,9.85%,6.55%,95.65,43.97,1.17,10.60%,0.34,92.03%,115.23%,92.54%,117.29%,29.96%,9.13%,1.31%,0.00%,0.00%,-25.93%,-17.30%,-5.74%,-11.86%,-11.62%,0.17,0.13,150,200,10,0.02,50,200
0194,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$31978,True,4.00%,-39.38%,0.10,23.6,202,44.06%,2.08%,23.04%,14.43%,113.57,50.95,1.16,24.42%,0.42,99.18%,130.92%,99.40%,134.50%,20.93%,6.54%,3.04%,0.00%,0.00%,-39.38%,-23.98%,-19.39%,-21.05%,-23.06%,0.19,0.14,150,175,11,0.045,50,200
0195,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$62227,True,7.01%,-50.53%,0.14,24.27,175,38.86%,3.99%,34.01%,15.08%,133.97,61.39,1.28,28.09%,0.58,103.17%,140.48%,103.36%,147.65%,27.95%,8.56%,13.93%,0.00%,0.00%,-50.53%,-42.58%,-28.23%,-20.31%,-18.82%,0.35,0.17,175,175,10,0.045,50,200
0196,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$40703,True,5.00%,-16.96%,0.29,7.95,201,47.26%,1.92%,11.32%,6.50%,105.60,51.42,1.53,11.26%,0.70,92.80%,118.21%,93.28%,121.53%,44.34%,13.01%,5.50%,0.00%,0.00%,-16.96%,-16.15%,-10.96%,-6.56%,-6.22%,0.76,0.34,175,225,10,0.02,50,200
0197,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$40152,True,4.82%,-34.74%,0.14,15.55,150,40.00%,2.82%,28.35%,14.20%,158.38,69.60,1.21,23.11%,0.48,99.50%,133.94%,99.73%,138.45%,-6.29%,-2.14%,-0.22%,0.00%,0.00%,-34.74%,-32.18%,-25.54%,-13.19%,-11.96%,0.37,0.16,200,250,10,0.04,50,200
0198,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$37290,True,4.58%,-19.54%,0.23,7.61,193,43.52%,1.83%,10.31%,4.71%,119.52,45.84,1.61,9.15%,0.79,88.26%,113.66%,88.77%,114.99%,15.88%,5.04%,3.71%,0.00%,0.00%,-19.54%,-10.83%,-9.91%,-5.67%,-4.48%,0.81,0.34,250,250,10,0.015,50,200
0199,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$37290,True,4.58%,-19.54%,0.23,7.61,193,43.52%,1.83%,10.31%,4.71%,119.52,45.84,1.61,9.15%,0.79,88.26%,113.66%,88.77%,114.99%,15.88%,5.04%,3.71%,0.00%,0.00%,-19.54%,-10.83%,-9.91%,-5.67%,-4.48%,0.81,0.34,250,150,10,0.015,50,200
0200,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$90472,True,9.28%,-27.95%,0.33,13.52,142,46.48%,5.15%,23.43%,10.72%,138.79,80.03,1.88,17.36%,0.91,97.38%,127.62%,97.70%,132.12%,78.19%,21.23%,9.86%,0.00%,0.00%,-27.95%,-27.43%,-25.97%,-10.74%,-9.21%,0.86,0.34,250,150,10,0.03,50,200
0201,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$74632,True,7.99%,-33.12%,0.24,16.36,143,46.85%,4.55%,22.99%,11.71%,139.37,79.88,1.66,17.82%,0.79,99.05%,124.64%,99.36%,126.80%,62.55%,17.58%,4.89%,0.00%,0.00%,-33.12%,-28.11%,-26.59%,-13.09%,-10.21%,0.61,0.27,250,150,9,0.03,50,200
0202,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$41928,True,4.93%,-29.31%,0.17,16.73,153,44.44%,2.98%,19.75%,10.43%,135.50,71.61,1.41,16.59%,0.57,95.06%,121.81%,95.41%,122.87%,46.39%,13.55%,4.45%,0.00%,0.00%,-29.31%,-27.83%,-8.78%,-14.27%,-16.51%,0.35,0.22,225,150,9,0.03,50,200
0203,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$55505,True,6.26%,-42.13%,0.15,28.07,154,44.16%,3.94%,24.96%,12.68%,148.88,63.36,1.39,19.93%,0.61,96.14%,131.41%,96.42%,137.12%,37.82%,11.29%,4.84%,0.00%,0.00%,-42.13%,-27.09%,-17.29%,-24.44%,-27.84%,0.26,0.22,200,150,8,0.035,50,200
0204,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$146282,True,13.32%,-42.90%,0.31,24.23,139,42.45%,9.23%,41.95%,14.90%,169.93,69.62,1.70,28.58%,0.89,98.61%,129.03%,98.78%,134.06%,81.58%,22.00%,16.57%,0.00%,0.00%,-42.90%,-36.94%,-34.60%,-20.28%,-19.49%,0.66,0.35,200,150,8,0.045,50,200
0205,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$185657,True,15.55%,-52.55%,0.30,29.12,138,42.03%,10.85%,48.37%,16.36%,166.36,72.67,1.77,29.67%,0.97,97.55%,132.39%,97.71%,137.61%,94.78%,24.89%,19.03%,0.00%,0.00%,-52.55%,-40.59%,-33.49%,-23.83%,-23.63%,0.65,0.37,200,150,10,0.05,50,200
0206,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$71590,True,7.85%,-41.60%,0.19,24.49,132,46.21%,5.74%,32.62%,17.36%,168.00,74.10,1.41,25.19%,0.64,97.52%,131.67%,97.72%,134.17%,54.65%,15.64%,9.24%,0.00%,0.00%,-41.60%,-32.71%,-22.64%,-21.22%,-23.56%,0.37,0.24,225,150,10,0.045,50,200
0207,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$65208,True,7.28%,-47.76%,0.15,25.74,170,36.47%,4.30%,37.04%,14.50%,142.71,62.59,1.32,25.87%,0.61,101.19%,132.34%,101.36%,138.39%,57.49%,16.35%,12.71%,0.00%,0.00%,-47.76%,-27.16%,-22.00%,-21.99%,-24.59%,0.33,0.23,175,150,11,0.045,50,200
0208,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$35436,True,4.45%,-24.56%,0.18,12.04,222,44.14%,1.65%,13.21%,7.49%,102.49,43.08,1.32,13.07%,0.58,93.26%,117.79%,93.71%,119.16%,33.03%,9.98%,3.11%,0.00%,0.00%,-24.56%,-22.88%,-16.92%,-9.97%,-9.71%,0.45,0.21,150,250,10,0.025,50,200
0209,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$45572,True,5.45%,-24.63%,0.22,13.19,221,44.80%,2.00%,13.58%,7.40%,101.55,43.07,1.39,13.34%,0.69,93.29%,118.14%,93.73%,119.68%,33.00%,9.97%,2.49%,0.00%,0.00%,-24.63%,-24.18%,-21.00%,-10.87%,-11.09%,0.50,0.23,150,250,8,0.025,50,200
0210,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$25511,True,3.29%,-21.06%,0.16,9.91,253,41.11%,1.10%,8.84%,4.31%,96.93,33.47,1.34,8.19%,0.62,86.00%,106.50%,86.53%,107.90%,18.23%,5.74%,-0.45%,0.00%,0.00%,-21.06%,-17.76%,-9.20%,-7.61%,-5.47%,0.43,0.21,150,175,9,0.015,50,200
0211,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$33557,True,4.18%,-28.54%,0.15,15.34,169,41.42%,2.28%,18.75%,9.36%,122.61,64.78,1.33,15.97%,0.51,92.55%,123.91%,92.92%,125.53%,48.60%,14.12%,3.50%,0.00%,0.00%,-28.54%,-27.58%,-26.96%,-12.68%,-13.43%,0.33,0.15,200,175,9,0.03,50,200
0212,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$114336,True,11.04%,-53.46%,0.21,30.28,140,39.29%,8.40%,46.70%,16.39%,168.53,72.93,1.54,29.35%,0.77,97.89%,132.39%,98.05%,136.92%,81.87%,22.06%,14.32%,0.00%,0.00%,-53.46%,-42.79%,-34.22%,-25.10%,-26.31%,0.44,0.25,200,250,9,0.05,50,200
0213,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$34158,True,4.23%,-50.99%,0.08,32.12,133,42.86%,3.70%,31.38%,17.06%,169.33,75.95,1.24,22.71%,0.44,99.53%,131.70%,99.74%,143.12%,68.65%,19.03%,4.79%,0.00%,0.00%,-50.99%,-30.49%,-27.60%,-28.24%,-28.08%,0.15,0.12,250,250,9,0.04,50,200
0214,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$159760,True,14.23%,-55.36%,0.26,29.76,115,47.83%,10.63%,44.29%,20.22%,198.18,78.30,1.89,31.17%,0.88,102.31%,136.02%,102.45%,144.07%,120.06%,30.07%,22.11%,0.00%,0.00%,-55.36%,-46.24%,-37.45%,-24.65%,-22.97%,0.58,0.31,250,175,9,0.05,50,200
0215,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$61749,True,6.98%,-47.18%,0.15,27.75,199,42.71%,3.62%,29.22%,15.47%,120.42,49.86,1.25,29.78%,0.58,101.96%,133.20%,102.12%,142.39%,43.69%,12.84%,8.89%,0.00%,0.00%,-47.18%,-44.07%,-27.43%,-23.90%,-26.70%,0.29,0.18,150,175,9,0.05,50,200
0216,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$65981,True,7.23%,-24.85%,0.29,12.24,211,45.02%,2.84%,16.48%,8.34%,107.29,46.36,1.49,15.57%,0.81,96.07%,120.75%,96.46%,123.32%,31.01%,9.42%,3.16%,0.00%,0.00%,-24.85%,-21.70%,-21.43%,-9.93%,-9.84%,0.73,0.32,150,250,9,0.03,50,200
0217,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$38316,True,4.56%,-26.12%,0.17,13.97,185,45.41%,2.23%,16.55%,9.68%,118.10,53.11,1.32,15.54%,0.55,93.88%,118.06%,94.25%,120.98%,27.31%,8.38%,1.36%,0.00%,0.00%,-26.12%,-25.96%,-23.69%,-11.78%,-12.60%,0.39,0.18,175,250,9,0.03,50,200
0218,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$75809,True,8.21%,-49.44%,0.17,24.45,173,38.15%,4.45%,35.87%,14.93%,138.44,61.09,1.33,28.01%,0.65,103.10%,139.20%,103.29%,146.25%,37.32%,11.15%,15.56%,0.00%,0.00%,-49.44%,-42.06%,-31.21%,-20.51%,-19.69%,0.40,0.20,175,250,9,0.045,50,200
0219,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$28326,True,3.62%,-18.85%,0.19,8.9,248,42.74%,1.19%,8.67%,4.39%,97.52,34.00,1.38,8.33%,0.66,86.49%,107.13%,87.01%,108.07%,17.07%,5.39%,0.28%,0.00%,0.00%,-18.85%,-17.76%,-8.07%,-6.69%,-4.39%,0.54,0.24,150,225,8,0.015,50,200
0220,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$131739,True,12.24%,-26.95%,0.45,13.34,201,43.28%,4.76%,23.81%,9.78%,117.25,49.48,1.73,18.75%,1.11,97.78%,127.56%,98.08%,132.18%,49.10%,14.24%,7.42%,0.00%,0.00%,-26.95%,-25.20%,-24.70%,-10.98%,-10.80%,1.12,0.48,150,225,8,0.035,50,200
0221,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$68908,True,7.61%,-35.32%,0.22,17.78,197,42.13%,3.36%,24.17%,11.78%,122.47,50.15,1.37,21.17%,0.68,98.26%,129.27%,98.52%,132.14%,31.84%,9.65%,6.71%,0.00%,0.00%,-35.32%,-23.14%,-23.00%,-15.31%,-15.93%,0.50,0.28,150,225,12,0.04,50,200
0222,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$48967,True,5.75%,-36.68%,0.16,14.56,167,43.11%,3.09%,24.10%,12.84%,140.76,59.37,1.26,21.10%,0.55,98.27%,134.19%,98.50%,137.49%,-6.26%,-2.13%,1.63%,0.00%,0.00%,-36.68%,-33.54%,-20.25%,-11.46%,-9.07%,0.50,0.19,175,225,12,0.04,50,200
0223,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$30353,True,3.76%,-24.99%,0.15,14.14,175,45.71%,2.00%,15.90%,9.71%,125.01,57.76,1.30,13.67%,0.50,93.49%,126.56%,93.91%,132.44%,40.80%,12.08%,4.20%,0.00%,0.00%,-24.99%,-22.40%,-6.15%,-12.24%,-13.98%,0.31,0.21,200,250,12,0.025,50,200
0224,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$32347,True,4.05%,-28.54%,0.14,15.38,168,42.86%,2.27%,18.08%,9.58%,121.51,65.45,1.32,15.70%,0.49,91.65%,122.12%,92.00%,123.86%,38.91%,11.58%,3.62%,0.00%,0.00%,-28.54%,-25.79%,-23.47%,-12.77%,-14.21%,0.32,0.16,200,250,12,0.03,50,200
0225,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$28850,True,3.66%,-31.10%,0.12,16.78,169,41.42%,2.06%,18.45%,9.53%,121.46,65.40,1.29,15.84%,0.46,91.76%,123.85%,92.12%,125.36%,46.98%,13.70%,3.06%,0.00%,0.00%,-31.10%,-28.54%,-23.34%,-14.05%,-14.11%,0.26,0.13,200,225,10,0.03,50,200
0226,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$146282,True,13.32%,-42.90%,0.31,24.23,139,42.45%,9.23%,41.95%,14.90%,169.93,69.62,1.70,28.58%,0.89,98.61%,129.03%,98.78%,134.06%,81.58%,22.00%,16.57%,0.00%,0.00%,-42.90%,-36.94%,-34.60%,-20.28%,-19.49%,0.66,0.35,200,225,8,0.045,50,200
0227,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$49382,True,5.81%,-14.20%,0.41,6.73,218,46.33%,2.04%,9.15%,4.09%,104.64,37.41,1.79,8.24%,1.09,86.00%,115.38%,86.51%,118.70%,20.21%,6.33%,2.35%,0.00%,0.00%,-14.20%,-13.93%,-11.21%,-5.09%,-3.51%,1.14,0.44,175,150,11,0.015,50,200
0228,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$87369,True,8.95%,-35.67%,0.25,17.24,163,44.17%,4.78%,24.93%,11.16%,139.12,58.09,1.55,19.84%,0.82,96.61%,122.52%,96.87%,126.08%,27.52%,8.44%,6.17%,0.00%,0.00%,-35.67%,-32.28%,-17.42%,-14.17%,-13.59%,0.63,0.31,175,150,11,0.035,50,200
0229,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$76800,True,8.11%,-37.77%,0.21,22.89,166,41.57%,4.21%,25.48%,10.92%,138.07,59.06,1.54,19.17%,0.78,96.10%,122.98%,96.35%,126.64%,49.90%,14.45%,7.84%,0.00%,0.00%,-37.77%,-22.83%,-17.65%,-20.26%,-21.66%,0.40,0.31,175,150,9,0.035,50,200
