Test,Name,Dates,Periods,NetProfit,Comp,ROR,MaxDD,MAR,UI,Trades,PctWins,Expectancy,AvgWin,AvgLoss,WinLen,LossLen,ProfitFactor,Volatility,Sortino,AvgExp,MaxExp,AvgUse,MaxUse,ROR1y,ROR3y,ROR5y,ROR10y,ROR15y,MaxDD1,MaxDD2,MaxDD3,AvgDD,MedDD,AvgMAR,ClusterMAR,newStrat_LongTermLookback,newStrat_OneYearLookback,newStrat_atrLength,newStrat_atrTresh
0473,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 72274118,TRUE,28.86%,-55.11%,0.52,18.82,374,48.13%,28.63%,75.49%,14.86%,223.53,66.77,2.22,25.92%,1.7,99.42%,144.89%,99.43%,170.92%,45.74%,13.38%,3.20%,19.05%,12.33%,-55.11%,-39.77%,-38.67%,-14.74%,-13.14%,1.96,0.65,200,250,11,0.05
0472,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 97441089,TRUE,30.35%,-43.17%,0.7,15.2,443,45.37%,22.71%,66.14%,13.36%,199.44,54.85,2.1,24.72%,1.84,100.14%,140.30%,100.16%,155.53%,70.53%,19.47%,11.04%,21.82%,14.07%,-43.17%,-36.90%,-36.74%,-11.60%,-9.79%,2.62,0.78,175,250,11,0.05
0471,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6721,AUD 112368025,TRUE,31.07%,-56.67%,0.55,20.7,520,40.58%,18.97%,65.11%,12.54%,181.18,47.75,1.96,26.19%,1.77,99.65%,151.61%,99.66%,179.13%,125.55%,31.14%,11.93%,19.85%,12.83%,-56.67%,-50.25%,-43.67%,-15.78%,-13.27%,1.97,0.62,150,250,11,0.05
0470,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 33163508,TRUE,25.15%,-66.04%,0.38,26.92,320,45.00%,29.68%,87.84%,17.91%,272.97,86.83,2.25,27.00%,1.47,101.73%,160.64%,101.74%,190.16%,81.48%,21.98%,10.49%,18.80%,12.17%,-66.04%,-48.21%,-38.53%,-20.68%,-16.12%,1.22,0.49,250,225,11,0.05
0469,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 30716785,TRUE,24.70%,-57.93%,0.43,18.61,350,45.71%,23.15%,69.76%,16.10%,245.07,79.16,2.34,25.29%,1.53,101.16%,152.49%,101.18%,171.10%,59.39%,16.81%,8.42%,19.06%,12.33%,-57.93%,-42.89%,-39.00%,-14.38%,-12.77%,1.72,0.53,225,225,11,0.05
0468,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 57355288,TRUE,27.73%,-62.76%,0.44,19.28,386,48.19%,25.60%,69.62%,15.34%,213.62,67.89,2.26,26.90%,1.59,100.07%,153.72%,100.09%,199.25%,47.77%,13.90%,8.50%,17.45%,11.32%,-62.76%,-39.65%,-37.62%,-14.78%,-13.14%,1.88,0.59,200,225,11,0.05
0467,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 32936284,TRUE,25.04%,-46.16%,0.54,14.75,453,45.25%,16.87%,54.54%,14.26%,190.26,58.16,1.91,23.77%,1.61,100.31%,148.87%,100.34%,163.48%,36.30%,10.87%,8.59%,19.02%,12.31%,-46.16%,-36.05%,-35.86%,-11.48%,-10.15%,2.18,0.64,175,225,11,0.05
0466,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 116911498,TRUE,31.23%,-55.89%,0.56,21.46,512,41.21%,19.35%,65.81%,13.22%,180.74,51.09,2.04,25.91%,1.78,100.34%,150.61%,100.36%,169.53%,112.34%,28.53%,9.14%,24.77%,15.90%,-55.89%,-45.74%,-40.56%,-16.48%,-14.27%,1.9,0.66,150,225,11,0.05
0465,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 53039839,TRUE,27.44%,-61.92%,0.44,24.33,304,51.97%,33.19%,81.04%,18.60%,256.5,92.27,2.39,27.14%,1.59,101.57%,144.98%,101.58%,166.65%,71.37%,19.67%,6.01%,21.42%,13.81%,-61.92%,-45.98%,-42.33%,-18.95%,-16.37%,1.45,0.55,250,200,11,0.05
0464,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 36455884,TRUE,25.53%,-58.41%,0.44,21.21,342,47.66%,22.98%,66.85%,16.97%,245.8,80.89,2.42,25.43%,1.57,101.00%,146.78%,101.02%,169.69%,33.00%,9.97%,10.99%,22.16%,14.28%,-58.41%,-41.26%,-39.24%,-16.67%,-14.26%,1.53,0.55,225,200,11,0.05
0463,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 75819631,TRUE,29.11%,-63.80%,0.46,22.82,369,46.07%,25.81%,74.75%,16.00%,231.44,70.17,2.11,25.68%,1.71,100.55%,145.15%,100.56%,189.31%,48.95%,14.20%,2.43%,21.79%,14.05%,-63.80%,-43.08%,-40.79%,-17.71%,-15.60%,1.64,0.59,200,200,11,0.05
0462,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 78252955,TRUE,29.26%,-57.19%,0.51,17.88,417,48.68%,21.09%,58.45%,14.35%,197.82,63.33,2.07,24.45%,1.79,99.46%,138.84%,99.48%,180.17%,29.47%,8.99%,9.86%,22.24%,14.33%,-57.19%,-34.06%,-33.60%,-13.73%,-12.60%,2.13,0.7,175,200,11,0.05
0461,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 126428928,TRUE,31.64%,-58.12%,0.54,19.86,484,46.07%,20.43%,60.27%,13.62%,179.32,52.13,1.93,25.23%,1.84,99.72%,139.81%,99.73%,180.87%,65.52%,18.29%,10.24%,24.58%,15.78%,-58.12%,-38.17%,-38.06%,-15.61%,-14.28%,2.03,0.71,150,200,11,0.05
0460,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 32378338,TRUE,25.06%,-60.13%,0.42,25.18,300,49.67%,30.80%,79.99%,17.74%,266.44,95.44,2.47,25.40%,1.56,100.54%,150.70%,100.57%,167.98%,60.78%,17.15%,9.72%,18.70%,12.11%,-60.13%,-52.28%,-40.17%,-19.86%,-18.06%,1.26,0.49,250,175,11,0.05
0459,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 73878626,TRUE,28.95%,-60.57%,0.48,23.1,336,48.51%,33.98%,88.14%,17.05%,242.6,85.32,2.07,27.53%,1.66,101.21%,155.88%,101.23%,168.25%,16.56%,5.24%,7.33%,16.73%,10.86%,-60.57%,-46.53%,-44.54%,-18.17%,-16.65%,1.59,0.57,225,175,11,0.05
0458,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 58940242,TRUE,27.84%,-63.52%,0.44,23.4,358,46.09%,24.38%,70.89%,15.39%,231.35,75.24,2.35,23.90%,1.74,99.17%,142.20%,99.20%,180.00%,51.19%,14.77%,6.82%,22.58%,14.54%,-63.52%,-40.35%,-35.21%,-17.14%,-13.15%,1.62,0.6,200,175,11,0.05
0457,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 62897497,TRUE,28.16%,-58.53%,0.48,20.59,416,50.72%,19.49%,53.21%,15.22%,186.82,66,2.33,24.28%,1.74,99.43%,134.36%,99.47%,162.35%,64.21%,17.98%,12.85%,23.11%,14.87%,-58.53%,-36.75%,-33.51%,-15.49%,-12.57%,1.82,0.66,175,175,11,0.05
0456,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 68858296,TRUE,28.57%,-57.08%,0.5,22.57,499,45.29%,17.22%,55.42%,14.40%,173.4,51.89,1.82,25.26%,1.7,99.97%,137.61%,100.01%,169.13%,75.23%,20.56%,7.63%,19.84%,12.83%,-57.08%,-39.54%,-37.32%,-17.63%,-16.04%,1.62,0.64,150,175,11,0.05
0455,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 61945103,TRUE,28.21%,-64.70%,0.44,25.13,291,50.52%,35.18%,87.10%,17.83%,270.16,99.76,2.48,25.97%,1.66,99.84%,155.79%,99.87%,177.60%,61.41%,17.30%,5.55%,21.22%,13.69%,-64.70%,-48.70%,-43.55%,-19.55%,-17.59%,1.44,0.54,250,150,11,0.05
0454,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 201222141,TRUE,34.03%,-59.23%,0.57,22.47,328,50.00%,41.32%,100.08%,17.45%,247.97,86.51,2.66,28.07%,1.86,101.66%,162.02%,101.69%,169.33%,64.68%,18.09%,18.05%,20.37%,13.16%,-59.23%,-49.47%,-36.77%,-17.10%,-14.36%,1.99,0.7,225,150,11,0.05
0453,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 53781070,TRUE,27.40%,-61.74%,0.44,22.67,353,46.74%,25.48%,73.15%,16.36%,232.19,77.16,2.21,24.02%,1.72,98.42%,135.40%,98.45%,173.21%,36.71%,10.98%,2.48%,21.66%,13.96%,-61.74%,-41.31%,-34.77%,-17.12%,-14.92%,1.6,0.6,200,150,11,0.05
0452,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 29603338,TRUE,24.51%,-47.84%,0.51,18.01,427,46.14%,17.26%,55.81%,15.76%,191.67,68.23,2.09,23.68%,1.6,99.83%,145.43%,99.88%,157.20%,49.25%,14.28%,16.94%,21.24%,13.70%,-47.84%,-36.87%,-35.45%,-13.89%,-12.31%,1.76,0.61,175,150,11,0.05
0451,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 116820971,TRUE,31.21%,-55.79%,0.56,20.89,484,46.07%,20.28%,61.39%,14.84%,173.8,56.06,2.26,25.58%,1.82,100.29%,158.93%,100.32%,170.69%,86.06%,22.99%,25.11%,29.69%,18.93%,-55.79%,-46.32%,-42.55%,-15.27%,-11.89%,2.04,0.65,150,150,11,0.05
0450,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 27645815,TRUE,24.28%,-59.10%,0.41,19.03,324,45.06%,31.39%,91.85%,18.20%,267.09,85.51,1.97,26.49%,1.45,102.70%,165.84%,102.71%,212.31%,57.18%,16.27%,6.56%,13.30%,8.68%,-59.10%,-43.10%,-41.67%,-15.15%,-14.49%,1.6,0.51,250,250,10,0.05
0449,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 44891264,TRUE,26.52%,-58.02%,0.46,21.49,358,44.69%,28.72%,83.63%,15.66%,249.39,74.98,2.08,26.35%,1.56,101.53%,152.37%,101.53%,196.37%,41.99%,12.40%,4.54%,16.93%,10.99%,-58.02%,-41.71%,-41.35%,-16.78%,-15.18%,1.58,0.56,225,250,10,0.05
0448,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 64864802,TRUE,28.33%,-55.13%,0.51,18.73,382,45.29%,27.63%,78.70%,14.65%,228.37,65.88,2.15,25.80%,1.68,100.13%,146.01%,100.12%,171.39%,43.88%,12.89%,4.09%,18.77%,12.15%,-55.13%,-39.17%,-38.52%,-14.72%,-13.46%,1.92,0.64,200,250,10,0.05
0447,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 90872979,TRUE,30.00%,-43.17%,0.69,15.09,445,46.07%,22.50%,65.08%,13.87%,197.7,53.9,2.13,24.88%,1.81,99.98%,144.82%,100.00%,155.53%,86.48%,23.09%,15.31%,21.68%,13.98%,-43.17%,-36.99%,-36.78%,-11.38%,-9.08%,2.64,0.77,175,250,10,0.05
0446,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6721,AUD 155235075,TRUE,32.71%,-56.67%,0.58,20.49,525,40.19%,19.41%,66.73%,12.39%,182.34,46.83,2.01,26.37%,1.84,100.40%,153.98%,100.40%,179.13%,134.68%,32.89%,12.63%,22.45%,14.45%,-56.67%,-50.74%,-43.03%,-15.60%,-13.11%,2.1,0.65,150,250,10,0.05
0445,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 33614868,TRUE,25.22%,-66.04%,0.38,26.93,323,46.75%,29.48%,83.79%,18.21%,262.21,88.03,2.2,27.31%,1.46,102.37%,160.63%,102.39%,190.16%,74.69%,20.44%,10.18%,18.54%,12.01%,-66.04%,-53.94%,-39.89%,-20.82%,-16.20%,1.21,0.47,250,225,10,0.05
0444,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 34976876,TRUE,25.33%,-57.92%,0.44,18.43,349,45.85%,23.51%,69.96%,15.80%,243.72,80.7,2.41,25.34%,1.56,101.33%,153.50%,101.34%,170.81%,51.73%,14.91%,9.62%,19.94%,12.89%,-57.92%,-41.47%,-40.16%,-14.10%,-11.79%,1.8,0.54,225,225,10,0.05
0443,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 55329146,TRUE,27.55%,-60.29%,0.46,20.46,386,47.67%,25.85%,71.15%,15.42%,215.08,67.15,2.23,26.14%,1.63,99.68%,146.21%,99.70%,180.51%,63.67%,17.85%,8.88%,16.51%,10.72%,-60.29%,-39.92%,-39.49%,-15.61%,-13.85%,1.76,0.59,200,225,10,0.05
0442,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 29201525,TRUE,24.46%,-46.16%,0.53,14.94,452,46.02%,16.58%,53.13%,14.57%,188.75,57.83,1.82,23.76%,1.58,100.00%,148.87%,100.02%,163.48%,33.88%,10.21%,7.66%,16.89%,10.96%,-46.16%,-36.05%,-35.62%,-11.64%,-10.32%,2.1,0.62,175,225,10,0.05
0441,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 91626093,TRUE,30.01%,-56.55%,0.53,21.36,518,41.51%,18.20%,62.48%,13.22%,178.55,50.56,1.97,25.76%,1.74,100.86%,151.55%,100.87%,171.24%,102.14%,26.44%,9.41%,24.52%,15.75%,-56.55%,-42.30%,-41.51%,-16.52%,-14.30%,1.82,0.64,150,225,10,0.05
0440,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 51769635,TRUE,27.32%,-61.23%,0.45,23.62,312,52.24%,31.79%,77.89%,18.63%,250.8,91.58,2.38,27.09%,1.59,102.21%,143.30%,102.23%,182.98%,54.02%,15.49%,6.90%,20.21%,13.06%,-61.23%,-45.34%,-41.60%,-18.44%,-16.56%,1.48,0.55,250,200,10,0.05
0439,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 41067817,TRUE,26.10%,-58.36%,0.45,21.06,339,47.79%,23.55%,67.48%,16.67%,247.35,82.26,2.49,25.32%,1.6,100.94%,146.09%,100.95%,169.01%,35.43%,10.64%,11.85%,22.44%,14.45%,-58.36%,-43.94%,-38.00%,-16.54%,-14.36%,1.58,0.56,225,200,10,0.05
0438,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 74958909,TRUE,29.05%,-64.08%,0.45,22.28,372,47.58%,24.98%,70.21%,16.07%,222.49,70.48,2.27,25.52%,1.71,100.47%,147.29%,100.49%,190.34%,59.96%,16.95%,5.25%,21.51%,13.87%,-64.08%,-40.79%,-39.19%,-17.22%,-15.19%,1.69,0.6,200,200,10,0.05
0437,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 71073666,TRUE,28.79%,-57.19%,0.5,18.04,420,47.62%,20.57%,58.87%,14.25%,198.62,63.65,1.97,24.50%,1.76,99.50%,138.84%,99.53%,180.17%,22.55%,7.01%,8.03%,21.22%,13.69%,-57.19%,-34.06%,-33.60%,-13.92%,-12.85%,2.07,0.69,175,200,10,0.05
0436,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 81728146,TRUE,29.44%,-59.29%,0.5,20.13,489,44.79%,18.80%,58.96%,13.77%,178.52,53.66,1.85,25.26%,1.73,99.66%,140.99%,99.68%,183.83%,59.67%,16.88%,9.62%,23.43%,15.07%,-59.29%,-36.09%,-36.04%,-15.75%,-14.15%,1.87,0.67,150,200,10,0.05
0435,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 25198296,TRUE,23.86%,-62.08%,0.38,26.02,303,47.52%,29.39%,81.10%,17.45%,270.21,97.47,2.17,25.93%,1.48,101.84%,160.91%,101.87%,180.75%,46.16%,13.49%,3.73%,16.45%,10.68%,-62.08%,-45.69%,-45.12%,-20.88%,-19.87%,1.14,0.47,250,175,10,0.05
0434,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 83175826,TRUE,29.54%,-60.57%,0.49,22.97,334,48.50%,34.53%,89.55%,17.30%,244.49,85.38,2.16,27.58%,1.68,101.50%,155.88%,101.52%,168.25%,19.61%,6.15%,9.75%,18.11%,11.74%,-60.57%,-47.46%,-44.54%,-17.96%,-16.50%,1.64,0.58,225,175,10,0.05
0433,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 54543650,TRUE,27.46%,-63.52%,0.43,23.06,364,46.15%,23.11%,68.03%,15.38%,225.76,74.81,2.29,23.90%,1.72,99.41%,142.26%,99.45%,179.64%,46.94%,13.69%,8.12%,21.41%,13.81%,-63.52%,-35.63%,-35.21%,-16.74%,-12.81%,1.64,0.61,200,175,10,0.05
0432,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 70654262,TRUE,28.73%,-58.08%,0.49,20.64,415,51.08%,19.99%,53.72%,15.23%,187.46,65.33,2.41,24.32%,1.78,99.28%,133.15%,99.31%,164.87%,67.02%,18.65%,13.98%,24.17%,15.53%,-58.08%,-36.75%,-36.25%,-15.50%,-12.56%,1.85,0.66,175,175,10,0.05
0431,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 61676148,TRUE,28.03%,-57.12%,0.49,22.65,500,45.00%,16.97%,55.24%,14.34%,173.89,51.5,1.86,25.25%,1.67,99.75%,137.61%,99.78%,171.42%,76.50%,20.85%,8.50%,20.33%,13.13%,-57.12%,-39.54%,-35.23%,-17.82%,-16.96%,1.57,0.64,150,175,10,0.05
0430,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 63618060,TRUE,28.34%,-62.39%,0.45,23.9,296,51.35%,34.88%,84.47%,17.46%,265.09,100.38,2.27,25.64%,1.69,100.89%,155.62%,100.92%,183.19%,43.05%,12.67%,2.65%,20.87%,13.47%,-62.39%,-40.53%,-40.23%,-18.36%,-16.42%,1.54,0.59,250,150,10,0.05
0429,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 168907109,TRUE,33.13%,-59.19%,0.56,22.26,327,49.24%,41.07%,101.68%,17.72%,249.71,86.46,2.47,27.94%,1.83,101.40%,162.02%,101.42%,168.51%,58.26%,16.53%,16.11%,18.31%,11.86%,-59.19%,-49.67%,-36.77%,-16.76%,-13.28%,1.98,0.68,225,150,10,0.05
0428,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 76749787,TRUE,29.15%,-61.74%,0.47,21.64,352,47.44%,26.31%,73.41%,16.21%,230.26,77.51,2.59,24.17%,1.8,99.08%,135.40%,99.10%,173.19%,54.70%,15.66%,9.36%,24.57%,15.77%,-61.74%,-39.87%,-34.85%,-15.85%,-12.57%,1.84,0.64,200,150,10,0.05
0427,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 23238112,TRUE,23.36%,-47.93%,0.49,19.08,428,44.16%,16.65%,57.03%,15.29%,196.34,68.11,1.94,23.44%,1.56,99.69%,139.86%,99.74%,148.84%,51.02%,14.73%,9.27%,17.60%,11.41%,-47.93%,-37.85%,-35.37%,-15.04%,-13.73%,1.55,0.58,175,150,10,0.05
0426,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 131680543,TRUE,31.81%,-50.99%,0.62,21.18,479,46.56%,20.91%,62.12%,14.98%,174.41,56.8,2.33,25.83%,1.84,100.37%,152.93%,100.39%,164.39%,103.67%,26.76%,20.25%,27.45%,17.55%,-50.99%,-48.93%,-45.50%,-16.06%,-12.98%,1.98,0.66,150,150,10,0.05
0425,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 28091329,TRUE,24.35%,-59.06%,0.41,18.53,323,44.58%,31.87%,93.92%,18.05%,275.15,82.07,1.9,26.51%,1.45,103.01%,165.67%,103.02%,212.07%,48.33%,14.05%,5.05%,13.31%,8.69%,-59.06%,-44.48%,-38.37%,-14.56%,-12.60%,1.67,0.51,250,250,9,0.05
0424,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 30143449,TRUE,24.61%,-58.02%,0.42,21.77,364,43.96%,26.71%,80.89%,15.79%,246.68,74.69,1.87,26.63%,1.45,101.54%,152.37%,101.55%,196.37%,12.60%,4.04%,-0.20%,14.25%,9.29%,-58.02%,-42.70%,-41.97%,-17.13%,-15.70%,1.44,0.52,225,250,9,0.05
0423,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 71857215,TRUE,28.83%,-55.13%,0.52,18.38,384,45.57%,27.66%,78.17%,14.63%,228.61,63.52,2.24,25.72%,1.7,100.35%,150.43%,100.35%,171.39%,48.55%,14.10%,6.72%,20.92%,13.50%,-55.13%,-38.01%,-37.14%,-14.33%,-12.82%,2.01,0.66,200,250,9,0.05
0422,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 95231412,TRUE,30.23%,-43.17%,0.7,15.01,450,44.89%,22.29%,66.40%,13.63%,199.79,52.78,2,24.87%,1.82,100.35%,144.31%,100.36%,155.53%,56.98%,16.22%,11.26%,21.89%,14.10%,-43.17%,-37.90%,-36.50%,-11.29%,-8.93%,2.68,0.77,175,250,9,0.05
0421,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6721,AUD 65404073,TRUE,28.37%,-49.72%,0.57,19.25,538,39.41%,16.82%,61.99%,12.55%,178.91,46.6,1.74,25.38%,1.69,100.17%,153.69%,100.18%,165.28%,96.51%,25.25%,7.27%,17.72%,11.49%,-49.72%,-44.94%,-40.38%,-14.82%,-12.42%,1.92,0.63,150,250,9,0.05
0420,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 32759493,TRUE,25.09%,-66.03%,0.38,25.57,327,44.95%,29.37%,87.60%,18.19%,267.01,84.99,2.03,27.23%,1.46,102.54%,160.20%,102.55%,189.78%,67.86%,18.85%,8.13%,17.02%,11.05%,-66.03%,-44.28%,-42.35%,-19.51%,-15.33%,1.29,0.49,250,225,9,0.05
0419,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 27658835,TRUE,24.20%,-57.92%,0.42,20.39,353,45.04%,22.70%,69.76%,15.88%,243.83,81.38,2.29,25.53%,1.48,101.12%,155.04%,101.14%,172.78%,40.98%,12.13%,9.76%,20.01%,12.93%,-57.92%,-50.32%,-40.16%,-15.74%,-13.56%,1.54,0.49,225,225,9,0.05
0418,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 44695192,TRUE,26.51%,-57.77%,0.46,19.71,395,46.84%,24.49%,69.69%,15.33%,209.53,68.35,1.93,26.46%,1.56,99.82%,150.37%,99.84%,173.78%,35.11%,10.55%,4.51%,14.58%,9.50%,-57.77%,-40.75%,-39.92%,-15.25%,-13.74%,1.74,0.57,200,225,9,0.05
0417,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 34247774,TRUE,25.22%,-46.16%,0.55,14.97,454,45.59%,17.05%,55.07%,14.80%,190.34,56.84,1.78,24.30%,1.58,100.37%,150.50%,100.40%,163.49%,28.55%,8.73%,6.55%,15.53%,10.10%,-46.16%,-35.84%,-34.96%,-11.59%,-10.54%,2.18,0.65,175,225,9,0.05
0416,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 51444271,TRUE,27.16%,-44.87%,0.61,18.15,517,42.36%,16.70%,57.62%,13.37%,175.28,51,1.84,24.46%,1.67,100.47%,153.52%,100.49%,160.49%,89.60%,23.77%,8.68%,21.43%,13.82%,-44.87%,-39.60%,-39.25%,-14.10%,-12.07%,1.93,0.66,150,225,9,0.05
0415,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 46895565,TRUE,26.83%,-61.23%,0.44,23.04,312,50.96%,31.11%,79.08%,18.74%,254.48,91.65,2.25,27.08%,1.57,102.91%,142.49%,102.93%,182.98%,46.16%,13.49%,6.10%,20.23%,13.07%,-61.23%,-41.36%,-38.50%,-17.76%,-15.35%,1.51,0.57,250,200,9,0.05
0414,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 62196498,TRUE,28.13%,-58.36%,0.48,22.33,342,48.83%,25.37%,69.79%,17.02%,244.75,80.09,2.54,26.07%,1.65,101.43%,146.08%,101.45%,169.01%,43.70%,12.85%,11.95%,23.83%,15.32%,-58.36%,-50.41%,-37.89%,-17.52%,-14.93%,1.61,0.58,225,200,9,0.05
0413,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 73426659,TRUE,28.95%,-62.93%,0.46,23.51,377,46.42%,24.69%,71.59%,15.94%,221.25,70.83,2.3,25.86%,1.68,100.59%,140.90%,100.61%,176.84%,53.03%,15.24%,9.58%,23.83%,15.32%,-62.93%,-43.79%,-38.81%,-17.94%,-15.18%,1.61,0.6,200,200,9,0.05
0412,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 71677477,TRUE,28.83%,-56.83%,0.51,17.22,421,47.98%,20.57%,58.49%,14.40%,197.61,62.91,2.01,24.41%,1.77,99.29%,138.84%,99.31%,180.17%,28.06%,8.59%,9.23%,21.07%,13.59%,-56.83%,-35.77%,-33.92%,-13.30%,-12.44%,2.17,0.68,175,200,9,0.05
0411,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 137950135,TRUE,32.07%,-59.28%,0.54,19.74,491,45.01%,20.52%,61.91%,13.35%,176.73,53.76,1.98,25.80%,1.83,99.86%,141.22%,99.88%,184.10%,78.39%,21.28%,10.96%,24.58%,15.78%,-59.28%,-37.08%,-36.17%,-15.38%,-13.81%,2.09,0.73,150,200,9,0.05
0410,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 34881471,TRUE,25.42%,-62.08%,0.41,24.48,301,48.84%,31.71%,84.20%,18.39%,272.99,93.98,2.34,26.26%,1.54,102.91%,160.91%,102.93%,180.75%,71.29%,19.65%,7.86%,19.06%,12.33%,-62.08%,-45.00%,-40.47%,-18.93%,-16.58%,1.34,0.52,250,175,9,0.05
0409,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 77972136,TRUE,29.22%,-60.53%,0.48,22.77,337,49.26%,34.25%,87.60%,17.53%,241.79,85.44,2.15,27.72%,1.66,101.82%,155.88%,101.83%,168.25%,24.49%,7.57%,9.91%,18.20%,11.79%,-60.53%,-47.46%,-45.86%,-17.73%,-16.47%,1.65,0.57,225,175,9,0.05
0408,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 51457747,TRUE,27.17%,-62.32%,0.44,22.55,363,46.83%,23.04%,66.92%,15.62%,224.58,74.21,2.32,23.82%,1.7,99.07%,138.39%,99.11%,177.82%,56.14%,16.01%,9.40%,21.63%,13.95%,-62.32%,-38.21%,-35.60%,-16.37%,-12.45%,1.66,0.6,200,175,9,0.05
0407,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 58126722,TRUE,27.77%,-58.01%,0.48,20.44,423,49.65%,18.93%,53.53%,15.18%,187.12,65.21,2.18,24.51%,1.71,99.57%,135.39%,99.61%,164.87%,45.16%,13.23%,11.42%,22.88%,14.73%,-58.01%,-36.77%,-34.60%,-15.19%,-11.78%,1.83,0.64,175,175,9,0.05
0406,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 61953104,TRUE,28.05%,-58.26%,0.48,22.34,500,45.60%,17.49%,55.76%,14.60%,172.3,51.47,1.79,25.63%,1.65,100.01%,138.55%,100.04%,177.23%,73.77%,20.22%,8.05%,17.76%,11.52%,-58.26%,-39.55%,-35.40%,-17.66%,-16.72%,1.59,0.63,150,175,9,0.05
