Test,Name,Dates,Periods,NetProfit,Comp,ROR,MaxDD,MAR,UI,Trades,PctWins,Expectancy,AvgWin,AvgLoss,WinLen,LossLen,ProfitFactor,Volatility,Sortino,AvgExp,MaxExp,AvgUse,MaxUse,ROR1y,ROR3y,ROR5y,ROR10y,ROR15y,MaxDD1,MaxDD2,MaxDD3,AvgDD,MedDD,AvgMAR,ClusterMAR,newStrat_LongTermLookback,newStrat_OneYearLookback,newStrat_atrLength,newStrat_atrTresh
0405,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 58257466,TRUE,27.91%,-62.39%,0.45,23.88,296,51.01%,34.37%,84.38%,17.70%,264.7,100.98,2.48,25.76%,1.66,101.33%,155.62%,101.36%,183.19%,59.36%,16.81%,5.66%,22.47%,14.47%,-62.39%,-42.23%,-39.85%,-18.36%,-16.50%,1.52,0.58,250,150,9,0.05
0404,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 285657061,TRUE,35.84%,-59.20%,0.61,22.5,331,51.36%,42.17%,98.74%,17.56%,242.11,85.22,3.03,28.49%,1.92,102.15%,155.40%,102.17%,168.50%,76.74%,20.91%,30.07%,25.22%,16.17%,-59.20%,-49.67%,-36.09%,-16.63%,-12.12%,2.16,0.74,225,150,9,0.05
0403,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 77220607,TRUE,29.18%,-59.80%,0.49,21.66,355,48.73%,26.25%,70.55%,15.86%,225.33,76.27,2.68,23.53%,1.85,98.55%,132.18%,98.58%,169.97%,70.53%,19.47%,10.95%,22.77%,14.66%,-59.80%,-37.51%,-37.37%,-15.93%,-12.72%,1.83,0.65,200,150,9,0.05
0402,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 30103340,TRUE,24.59%,-46.03%,0.53,17.07,424,45.05%,17.65%,57.91%,15.34%,198.1,66.82,1.8,23.52%,1.63,99.61%,139.86%,99.65%,148.84%,21.62%,6.74%,4.71%,16.29%,10.58%,-46.03%,-38.80%,-33.44%,-13.52%,-13.12%,1.82,0.62,175,150,9,0.05
0401,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 265525232,TRUE,35.41%,-55.10%,0.64,21.6,476,48.32%,23.19%,63.67%,14.66%,171.25,56.63,2.56,25.94%,2.02,100.45%,151.62%,100.47%,162.56%,131.61%,32.31%,23.90%,30.35%,19.33%,-55.10%,-47.79%,-44.21%,-15.88%,-12.09%,2.23,0.72,150,150,9,0.05
0400,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 19935589,TRUE,22.72%,-59.06%,0.38,19.1,328,43.60%,27.88%,87.18%,17.95%,271.22,82.52,1.88,26.84%,1.36,102.92%,165.67%,102.93%,212.07%,48.60%,14.11%,5.08%,13.74%,8.96%,-59.06%,-44.48%,-40.94%,-15.16%,-14.04%,1.5,0.47,250,250,8,0.05
0399,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 23056492,TRUE,23.33%,-58.34%,0.4,21.64,373,42.36%,24.50%,80.07%,16.33%,247.51,72.5,1.63,26.92%,1.38,102.13%,159.38%,102.14%,196.36%,-5.84%,-1.99%,-4.23%,12.24%,8.00%,-58.34%,-46.63%,-41.35%,-17.07%,-16.05%,1.37,0.48,225,250,8,0.05
0398,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 52773154,TRUE,27.31%,-57.55%,0.47,18.07,387,45.22%,25.30%,74.18%,15.06%,221.95,66.03,2.04,26.06%,1.62,101.02%,157.33%,101.03%,184.73%,16.43%,5.20%,4.92%,19.90%,12.86%,-57.55%,-38.84%,-36.36%,-14.03%,-12.23%,1.95,0.62,200,250,8,0.05
0397,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 107439165,TRUE,30.84%,-43.17%,0.71,15.15,450,45.33%,22.66%,66.25%,13.49%,197.87,53.52,2.2,25.43%,1.81,100.62%,144.31%,100.63%,158.54%,95.14%,24.96%,15.49%,24.18%,15.53%,-43.17%,-39.62%,-38.84%,-11.37%,-9.19%,2.71,0.76,175,250,8,0.05
0396,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6721,AUD 79492194,TRUE,29.34%,-53.38%,0.55,19.6,535,39.63%,17.33%,62.81%,12.52%,179.45,46.78,1.78,25.99%,1.7,100.17%,154.07%,100.18%,172.09%,106.15%,27.27%,7.75%,17.56%,11.39%,-53.38%,-50.05%,-42.51%,-14.92%,-12.00%,1.97,0.6,150,250,8,0.05
0395,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 28784195,TRUE,24.47%,-56.47%,0.43,20.74,325,44.92%,29.19%,87.22%,18.15%,268.51,85.15,1.92,26.93%,1.46,101.92%,151.94%,101.93%,175.50%,56.22%,16.03%,6.59%,16.72%,10.85%,-56.47%,-44.28%,-40.88%,-16.07%,-13.05%,1.52,0.52,250,225,8,0.05
0394,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 34625426,TRUE,25.28%,-57.92%,0.44,19.09,352,45.45%,23.59%,70.94%,15.87%,244.1,80.12,2.03,25.45%,1.54,100.69%,149.74%,100.71%,170.76%,33.13%,10.01%,4.54%,18.72%,12.12%,-57.92%,-50.68%,-37.71%,-14.64%,-12.39%,1.73,0.52,225,225,8,0.05
0393,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 23531332,TRUE,23.43%,-60.72%,0.39,18.61,398,46.48%,19.29%,59.34%,15.49%,206.32,69.23,1.83,25.62%,1.44,99.10%,159.44%,99.12%,185.12%,31.51%,9.56%,3.90%,14.03%,9.15%,-60.72%,-38.80%,-38.63%,-14.42%,-13.33%,1.63,0.51,200,225,8,0.05
0392,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 35736590,TRUE,25.43%,-46.60%,0.55,15.39,456,45.61%,17.17%,55.21%,14.73%,189.14,57.31,1.83,24.49%,1.59,100.72%,146.00%,100.75%,163.49%,46.57%,13.59%,10.18%,16.97%,11.02%,-46.60%,-35.65%,-35.16%,-11.87%,-10.21%,2.14,0.65,175,225,8,0.05
0391,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 59340602,TRUE,27.86%,-52.34%,0.53,18.7,519,42.00%,17.08%,59.30%,13.49%,175.56,50.82,1.84,25.17%,1.67,100.52%,144.77%,100.54%,159.85%,100.12%,26.02%,11.82%,21.13%,13.63%,-52.34%,-40.94%,-40.68%,-14.46%,-12.51%,1.93,0.62,150,225,8,0.05
0390,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 41098544,TRUE,26.19%,-53.92%,0.49,19.08,311,50.80%,30.79%,79.04%,19.04%,255.58,91.95,2.2,26.95%,1.55,102.79%,142.36%,102.81%,179.77%,43.88%,12.89%,5.77%,19.84%,12.82%,-53.92%,-41.90%,-40.16%,-14.87%,-13.64%,1.76,0.58,250,200,8,0.05
0389,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 71919245,TRUE,28.84%,-58.36%,0.49,21.79,337,49.85%,26.27%,70.09%,17.30%,244.54,80.79,2.48,25.87%,1.7,100.89%,146.08%,100.91%,169.01%,43.80%,12.87%,11.40%,23.73%,15.25%,-58.36%,-50.60%,-36.42%,-16.98%,-14.70%,1.7,0.6,225,200,8,0.05
0388,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 97366429,TRUE,30.35%,-64.29%,0.47,22.99,367,48.23%,26.87%,72.98%,16.08%,224.24,70.35,2.34,26.19%,1.71,100.35%,149.68%,100.37%,198.56%,54.32%,15.56%,9.75%,24.46%,15.71%,-64.29%,-44.74%,-37.57%,-17.40%,-14.47%,1.74,0.62,200,200,8,0.05
0387,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 98056371,TRUE,30.39%,-56.83%,0.53,17.2,425,47.53%,21.38%,61.12%,14.63%,196.19,63.33,2.15,25.04%,1.79,99.93%,149.87%,99.95%,180.17%,29.94%,9.12%,23.35%,28.67%,18.30%,-56.83%,-36.62%,-34.48%,-13.17%,-11.89%,2.31,0.71,175,200,8,0.05
0386,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 110404074,TRUE,30.94%,-59.26%,0.52,20.5,496,43.55%,19.98%,63.74%,13.78%,178.14,53.33,1.86,25.87%,1.76,99.39%,145.05%,99.41%,184.71%,64.86%,18.13%,17.56%,25.72%,16.48%,-59.26%,-43.48%,-37.76%,-15.80%,-14.28%,1.96,0.66,150,200,8,0.05
0385,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 27133659,TRUE,24.21%,-51.18%,0.47,20.76,306,46.73%,29.96%,85.05%,18.37%,272.12,93.68,2.01,26.60%,1.46,102.70%,147.79%,102.73%,177.65%,40.68%,12.05%,3.53%,16.41%,10.66%,-51.18%,-46.66%,-41.55%,-16.39%,-15.98%,1.48,0.52,250,175,8,0.05
0384,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 73907482,TRUE,28.95%,-62.27%,0.46,23.27,341,48.68%,33.58%,87.37%,17.45%,238.52,86.2,2.11,27.65%,1.65,101.67%,161.11%,101.69%,176.15%,24.52%,7.58%,8.89%,18.77%,12.15%,-62.27%,-50.23%,-46.47%,-18.07%,-16.14%,1.6,0.55,225,175,8,0.05
0383,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 40640304,TRUE,26.02%,-62.82%,0.41,21.47,371,47.71%,21.37%,62.31%,15.98%,215.31,74.3,2.33,24.43%,1.6,99.19%,141.25%,99.22%,182.61%,57.03%,16.23%,9.54%,21.32%,13.75%,-62.82%,-39.23%,-37.28%,-15.64%,-11.71%,1.66,0.56,200,175,8,0.05
0382,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 73051871,TRUE,28.90%,-58.01%,0.5,19.46,416,50.00%,19.94%,54.83%,14.95%,188.1,67.09,2.53,24.52%,1.77,99.22%,134.44%,99.26%,164.87%,97.26%,25.41%,18.91%,24.53%,15.75%,-58.01%,-34.74%,-32.04%,-14.48%,-11.56%,2,0.69,175,175,8,0.05
0381,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 70296291,TRUE,28.67%,-57.99%,0.49,22.16,502,45.02%,17.78%,56.98%,14.32%,170.54,53.26,1.82,25.76%,1.67,99.82%,142.87%,99.85%,175.95%,54.63%,15.64%,11.46%,20.18%,13.04%,-57.99%,-48.06%,-35.37%,-17.27%,-15.52%,1.66,0.61,150,175,8,0.05
0380,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 62283130,TRUE,28.24%,-65.93%,0.43,24.24,294,51.36%,35.03%,85.21%,17.96%,263.75,101.62,2.29,25.94%,1.67,101.14%,149.42%,101.16%,184.07%,45.14%,13.22%,3.62%,21.06%,13.59%,-65.93%,-42.47%,-38.92%,-18.64%,-16.42%,1.51,0.58,250,150,8,0.05
0379,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 312478465,TRUE,36.31%,-62.88%,0.58,22.79,325,52.92%,43.37%,97.63%,17.62%,241.76,84.86,3.2,28.27%,1.95,101.23%,155.67%,101.25%,179.36%,79.51%,21.53%,28.87%,28.42%,18.15%,-62.88%,-44.33%,-36.14%,-16.38%,-11.48%,2.22,0.76,225,150,8,0.05
0378,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 114389652,TRUE,31.15%,-60.51%,0.51,19.87,355,49.30%,27.40%,72.25%,16.20%,224.45,77.13,3.04,24.45%,1.88,99.39%,134.66%,99.42%,173.18%,119.25%,29.91%,15.80%,26.33%,16.86%,-60.51%,-37.52%,-34.83%,-14.71%,-12.04%,2.12,0.7,200,150,8,0.05
0377,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 40424183,TRUE,26.01%,-45.71%,0.57,16.74,419,45.35%,18.76%,60.10%,15.54%,197.83,68.56,2.18,23.79%,1.68,99.70%,137.84%,99.75%,151.54%,75.82%,20.70%,15.92%,21.95%,14.14%,-45.71%,-36.93%,-36.13%,-13.06%,-11.71%,1.99,0.66,175,150,8,0.05
0376,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 386490385,TRUE,37.38%,-46.63%,0.8,17.7,483,46.79%,23.93%,67.81%,14.65%,173.23,55.44,2.9,26.82%,2.04,101.27%,149.65%,101.30%,162.46%,140.46%,33.97%,38.44%,36.35%,22.96%,-46.63%,-45.55%,-45.24%,-13.22%,-10.37%,2.83,0.82,150,150,8,0.05
0375,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 33962377,TRUE,25.27%,-43.43%,0.58,16.55,315,47.94%,33.03%,88.56%,18.09%,271.86,80.98,2.09,24.17%,1.63,101.73%,143.72%,101.74%,169.64%,67.15%,18.68%,6.60%,15.64%,10.17%,-43.43%,-40.72%,-38.55%,-12.80%,-11.62%,1.97,0.62,250,250,12,0.045
0374,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 22632089,TRUE,23.24%,-43.64%,0.53,17.47,363,43.53%,25.89%,80.47%,16.18%,247.84,72.44,1.69,24.07%,1.51,100.19%,142.55%,100.20%,160.16%,13.51%,4.32%,0.28%,11.12%,7.28%,-43.64%,-41.92%,-40.54%,-13.45%,-11.47%,1.73,0.55,225,250,12,0.045
0373,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 29943863,TRUE,24.57%,-43.99%,0.56,16.7,389,45.76%,22.15%,65.75%,14.63%,221.59,63.86,2.15,23.11%,1.65,99.41%,149.09%,99.43%,175.66%,54.10%,15.51%,6.50%,18.58%,12.03%,-43.99%,-40.85%,-36.64%,-12.93%,-11.36%,1.9,0.61,200,250,12,0.045
0372,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 40338299,TRUE,26.01%,-36.58%,0.71,14.07,451,45.45%,18.17%,55.46%,12.90%,196.45,53.88,1.9,22.62%,1.73,98.32%,140.98%,98.34%,145.66%,35.80%,10.74%,8.95%,16.57%,10.76%,-36.58%,-36.14%,-34.91%,-10.65%,-8.36%,2.44,0.72,175,250,12,0.045
0371,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6721,AUD 59039101,TRUE,27.87%,-47.38%,0.59,18.85,525,38.48%,16.84%,63.25%,12.19%,188.11,48.28,1.84,23.67%,1.77,100.08%,154.38%,100.09%,156.70%,61.86%,17.41%,5.46%,19.63%,12.69%,-47.38%,-43.56%,-34.41%,-14.30%,-12.34%,1.95,0.67,150,250,12,0.045
0370,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 51207933,TRUE,27.26%,-50.40%,0.54,18.61,311,47.27%,32.67%,88.65%,17.50%,274.8,85.24,2.52,25.05%,1.69,101.32%,144.71%,101.33%,175.78%,82.40%,22.18%,14.12%,21.62%,13.94%,-50.40%,-45.85%,-40.05%,-14.49%,-12.69%,1.88,0.6,250,225,12,0.045
0369,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 20103467,TRUE,22.69%,-44.76%,0.51,16.13,352,44.60%,21.78%,68.44%,15.78%,248.56,77.08,2.01,23.05%,1.52,100.39%,145.69%,100.41%,159.18%,38.54%,11.48%,5.02%,14.40%,9.38%,-44.76%,-43.00%,-37.83%,-12.32%,-10.34%,1.84,0.54,225,225,12,0.045
0368,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 42380864,TRUE,26.25%,-41.13%,0.64,15.3,373,49.06%,23.46%,63.10%,14.71%,218.95,68.13,2.24,23.10%,1.74,98.25%,133.43%,98.27%,158.37%,58.63%,16.63%,8.88%,16.03%,10.42%,-41.13%,-40.00%,-38.49%,-11.40%,-8.98%,2.3,0.66,200,225,12,0.045
0367,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 30129695,TRUE,24.61%,-41.11%,0.6,14.46,447,45.41%,16.62%,52.71%,13.41%,195.64,55.95,2,21.47%,1.73,98.99%,133.61%,99.03%,152.25%,46.43%,13.56%,11.14%,18.87%,12.22%,-41.11%,-39.67%,-32.67%,-10.69%,-8.43%,2.3,0.65,175,225,12,0.045
0366,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 29339961,TRUE,24.45%,-45.48%,0.54,17.71,524,40.46%,14.67%,55.78%,13.25%,177.62,50.27,1.7,23.52%,1.58,99.71%,142.65%,99.74%,149.21%,52.51%,15.11%,4.34%,14.61%,9.52%,-45.48%,-41.98%,-37.40%,-14.06%,-12.46%,1.74,0.59,150,225,12,0.045
0365,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 49118062,TRUE,27.06%,-42.33%,0.64,16.83,309,52.10%,31.24%,76.25%,17.72%,257.48,89.23,3.24,24.71%,1.73,102.29%,142.78%,102.31%,148.05%,86.24%,23.03%,15.51%,23.27%,14.97%,-42.33%,-41.18%,-40.33%,-12.82%,-10.82%,2.11,0.66,250,200,12,0.045
0364,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 31247466,TRUE,24.79%,-49.29%,0.5,17.93,345,48.70%,22.70%,63.96%,16.45%,243.07,76.57,2.19,23.57%,1.64,100.62%,137.02%,100.65%,149.72%,30.77%,9.35%,7.92%,20.75%,13.40%,-49.29%,-40.10%,-36.34%,-13.85%,-12.30%,1.79,0.59,225,200,12,0.045
0363,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 64960337,TRUE,28.34%,-54.76%,0.52,16.81,367,47.96%,23.95%,66.09%,14.87%,226.13,68.99,2.11,22.81%,1.85,99.31%,141.77%,99.33%,167.71%,22.61%,7.03%,4.69%,18.68%,12.10%,-54.76%,-38.85%,-37.57%,-12.82%,-11.55%,2.21,0.65,200,200,12,0.045
0362,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 60906763,TRUE,28.02%,-55.75%,0.5,16.19,416,49.52%,20.66%,56.26%,14.26%,196.3,63.26,1.93,23.10%,1.79,98.75%,137.79%,98.78%,170.31%,20.53%,6.42%,6.21%,17.55%,11.38%,-55.75%,-36.84%,-35.14%,-11.55%,-8.11%,2.43,0.66,175,200,12,0.045
0361,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 41280731,TRUE,26.09%,-50.88%,0.51,17.68,504,40.87%,16.34%,58.92%,13.09%,185.66,52.67,1.74,23.64%,1.65,100.01%,136.11%,100.04%,158.33%,32.18%,9.75%,6.08%,19.26%,12.46%,-50.88%,-37.66%,-36.68%,-14.07%,-13.31%,1.86,0.63,150,200,12,0.045
0360,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 44981295,TRUE,26.66%,-45.52%,0.59,19.02,292,50.00%,33.74%,85.49%,18.02%,275.68,93.67,2.51,24.56%,1.69,101.20%,139.90%,101.22%,166.56%,59.64%,16.87%,9.70%,20.53%,13.26%,-45.52%,-42.56%,-40.24%,-14.77%,-13.70%,1.8,0.62,250,175,12,0.045
0359,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 15302725,TRUE,21.39%,-41.55%,0.51,16.76,337,49.55%,19.16%,55.36%,16.40%,241.87,81.88,1.87,22.67%,1.49,101.11%,143.34%,101.14%,156.16%,12.85%,4.11%,-0.68%,16.68%,10.83%,-41.55%,-40.10%,-38.18%,-13.17%,-11.85%,1.62,0.54,225,175,12,0.045
0358,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 61238979,TRUE,28.02%,-40.79%,0.69,14.33,352,51.14%,23.67%,61.14%,15.54%,226.29,71.85,2.37,22.10%,1.89,98.86%,136.25%,98.89%,153.97%,36.58%,10.95%,11.43%,18.10%,11.73%,-40.79%,-39.07%,-33.81%,-10.62%,-8.07%,2.64,0.74,200,175,12,0.045
0357,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 60523454,TRUE,27.97%,-55.95%,0.5,16.13,407,48.89%,20.34%,56.74%,14.48%,201.83,64.02,1.98,22.88%,1.81,99.10%,132.35%,99.14%,158.23%,31.05%,9.43%,6.76%,17.55%,11.38%,-55.95%,-37.72%,-31.11%,-11.61%,-8.86%,2.41,0.67,175,175,12,0.045
0356,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 57967763,TRUE,27.72%,-49.60%,0.56,18.36,484,44.63%,17.00%,54.56%,13.27%,179.79,54.13,1.81,23.03%,1.77,98.79%,130.74%,98.83%,154.12%,43.24%,12.73%,2.37%,19.56%,12.65%,-49.60%,-40.19%,-37.19%,-14.18%,-11.99%,1.95,0.65,150,175,12,0.045
0355,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 58715128,TRUE,27.95%,-53.18%,0.53,17.83,290,50.00%,36.53%,90.20%,17.13%,278.44,95.42,2.38,23.83%,1.77,100.34%,146.86%,100.36%,172.32%,41.56%,12.28%,8.44%,16.66%,10.82%,-53.18%,-43.37%,-36.90%,-13.21%,-10.41%,2.12,0.63,250,150,12,0.045
0354,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 41364249,TRUE,26.12%,-44.46%,0.59,17.1,318,50.31%,27.86%,72.20%,17.05%,254.6,86.13,2.06,22.35%,1.8,99.62%,136.15%,99.65%,149.38%,22.20%,6.91%,3.15%,13.19%,8.61%,-44.46%,-37.37%,-37.29%,-12.84%,-10.67%,2.03,0.66,225,150,12,0.045
0353,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 68331077,TRUE,28.57%,-37.81%,0.76,14.48,339,53.10%,27.81%,66.50%,15.99%,225.06,74.63,2.52,22.04%,1.93,97.58%,128.11%,97.62%,145.94%,25.31%,7.81%,9.77%,19.41%,12.55%,-37.81%,-37.50%,-34.39%,-10.85%,-8.77%,2.63,0.78,200,150,12,0.045
0352,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 121241061,TRUE,31.44%,-42.95%,0.73,13.61,388,51.80%,25.04%,61.19%,13.81%,200.42,70.78,2.64,22.24%,2.08,98.59%,133.29%,98.62%,140.38%,30.07%,9.16%,13.65%,21.64%,13.95%,-42.95%,-34.21%,-34.07%,-10.16%,-8.73%,3.09,0.85,175,150,12,0.045
0351,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 152123339,TRUE,32.55%,-47.95%,0.68,15.84,465,47.31%,21.24%,60.40%,13.92%,179.89,55.95,2.05,23.76%,2,98.91%,139.71%,98.95%,152.67%,31.60%,9.58%,10.29%,24.16%,15.52%,-47.95%,-41.70%,-37.87%,-12.04%,-10.43%,2.7,0.77,150,150,12,0.045
0350,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 28314394,TRUE,24.39%,-43.43%,0.56,16.64,316,48.10%,32.07%,86.14%,18.04%,270.2,82.11,2.06,24.34%,1.58,102.14%,143.72%,102.15%,169.64%,70.36%,19.43%,7.32%,14.24%,9.28%,-43.43%,-41.93%,-39.72%,-12.95%,-11.78%,1.88,0.59,250,250,11,0.045
0349,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 24950859,TRUE,23.71%,-60.61%,0.39,20,360,44.17%,25.84%,78.63%,15.92%,248.05,72.89,1.73,25.20%,1.47,100.04%,149.06%,100.06%,181.08%,17.79%,5.61%,1.85%,11.41%,7.47%,-60.61%,-43.23%,-41.92%,-15.34%,-13.09%,1.55,0.49,225,250,11,0.045
0348,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 24445835,TRUE,23.61%,-36.82%,0.64,15.36,387,47.55%,19.30%,56.60%,14.52%,220.95,63.06,2.2,21.27%,1.69,98.30%,128.18%,98.31%,141.40%,51.73%,14.91%,7.54%,18.36%,11.89%,-36.82%,-36.50%,-34.33%,-11.83%,-10.12%,2,0.66,200,250,11,0.045
0347,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 45711509,TRUE,26.61%,-58.10%,0.46,17.55,458,45.41%,18.36%,56.04%,12.99%,194.69,51.98,1.87,23.96%,1.66,98.31%,142.02%,98.33%,173.01%,36.60%,10.95%,8.34%,16.89%,10.96%,-58.10%,-34.10%,-32.79%,-13.02%,-10.71%,2.04,0.64,175,250,11,0.045
0346,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6721,AUD 43265246,TRUE,26.35%,-46.75%,0.56,18.12,521,39.16%,16.10%,59.96%,12.12%,185.49,48.99,1.82,23.35%,1.7,99.61%,152.24%,99.63%,154.07%,59.54%,16.85%,5.03%,19.10%,12.36%,-46.75%,-43.59%,-34.73%,-13.62%,-11.16%,1.93,0.63,150,250,11,0.045
0345,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 33575571,TRUE,25.21%,-50.40%,0.5,19.47,319,45.45%,30.28%,87.79%,17.64%,271.16,86.8,2.11,25.26%,1.57,101.49%,144.71%,101.51%,175.78%,71.10%,19.60%,10.70%,15.77%,10.25%,-50.40%,-45.75%,-42.27%,-15.41%,-14.07%,1.64,0.55,250,225,11,0.045
0344,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 33130130,TRUE,25.06%,-57.93%,0.43,16.67,347,45.53%,23.75%,70.82%,15.59%,248.42,79.59,2.08,24.37%,1.58,100.82%,153.90%,100.84%,171.83%,40.09%,11.89%,6.18%,15.58%,10.13%,-57.93%,-41.38%,-38.67%,-12.85%,-11.69%,1.95,0.54,225,225,11,0.045
0343,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 15964461,TRUE,21.61%,-41.13%,0.53,14.25,384,48.70%,17.44%,51.70%,15.07%,214.04,66.23,2.09,21.09%,1.57,97.40%,133.43%,97.44%,158.37%,55.81%,15.93%,7.76%,15.43%,10.04%,-41.13%,-40.00%,-31.03%,-10.85%,-9.15%,1.99,0.58,200,225,11,0.045
0342,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 59501543,TRUE,27.91%,-58.40%,0.48,17.68,445,45.39%,19.56%,59.13%,13.34%,195.99,57.66,2.04,23.85%,1.74,99.06%,142.19%,99.09%,181.21%,49.10%,14.24%,10.18%,17.48%,11.34%,-58.40%,-38.57%,-34.07%,-12.73%,-9.33%,2.19,0.64,175,225,11,0.045
0341,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 29432317,TRUE,24.47%,-45.43%,0.54,17.62,536,39.74%,14.47%,56.33%,13.14%,175.91,49.05,1.64,23.68%,1.58,100.00%,144.05%,100.03%,153.13%,53.40%,15.33%,4.31%,13.21%,8.62%,-45.43%,-43.12%,-37.64%,-13.95%,-12.63%,1.75,0.58,150,225,11,0.045
0340,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 41919341,TRUE,26.29%,-43.27%,0.61,17,313,50.80%,29.96%,76.00%,17.58%,256.35,90.64,2.93,25.10%,1.67,102.68%,144.87%,102.70%,158.98%,67.43%,18.74%,13.15%,21.85%,14.08%,-43.27%,-40.69%,-40.64%,-13.01%,-10.95%,2.02,0.63,250,200,11,0.045
0339,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 34870611,TRUE,25.31%,-57.22%,0.44,22.29,350,48.00%,23.28%,66.40%,16.52%,242.12,76.43,2.22,24.56%,1.6,100.73%,139.42%,100.76%,163.73%,21.96%,6.84%,9.10%,22.43%,14.45%,-57.22%,-48.28%,-40.77%,-17.30%,-14.30%,1.46,0.52,225,200,11,0.045
0338,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 49599536,TRUE,27.02%,-54.76%,0.49,17.05,369,48.78%,22.35%,61.20%,14.64%,220.81,69.2,2.26,22.76%,1.79,99.18%,141.77%,99.20%,167.71%,40.84%,12.09%,7.90%,18.64%,12.07%,-54.76%,-39.35%,-37.98%,-13.01%,-11.50%,2.08,0.61,200,200,11,0.045
